"","ID","Gene.description","Gene.type","ENSGID","SYMBOL","KRvsHEALTHY_LFC","KRvsHEALTHY_P","KRvsHEALTHY_FDR","KRvsHEALTHY_sig0","KRvsHEALTHY_sig1","KRvsHEALTHY_sig2","NonKRvsHEALTHY_LFC","NonKRvsHEALTHY_P","NonKRvsHEALTHY_FDR","NonKRvsHEALTHY_sig0","NonKRvsHEALTHY_sig1","NonKRvsHEALTHY_sig2","KRvsNonKR_LFC","KRvsNonKR_P","KRvsNonKR_FDR","KRvsNonKR_sig0","KRvsNonKR_sig1","KRvsNonKR_sig2","KRvsHEALTHY_LFC_ABS","NonKRvsHEALTHY_LFC_ABS","KRvsNonKR_LFC_ABS"
"14","ENSG00000007062","prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]","protein_coding","ENSG00000007062","PROM1",-1.04146602954165,7.53478872304783e-14,7.52737745545139e-12,-1,-1,0,-0.477746844985848,0.000531785674362777,0.00488916555126995,0,0,0,-0.563719184555802,7.26665508858855e-05,0.000802228190395989,0,0,0,1.04146602954165,0.477746844985848,0.563719184555802
"15","ENSG00000007312","CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]","protein_coding","ENSG00000007312","CD79B",2.70336622151481,3.84080388057506e-05,0.000194616342973041,1,1,1,1.74493983482033,0.015960142343565,0.0542348182760327,0,0,0,0.958426386694476,0.127728388925693,0.23591941870474,0,0,0,2.70336622151481,1.74493983482033,0.958426386694476
"16","ENSG00000007314","sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]","protein_coding","ENSG00000007314","SCN4A",1.08285712459884,0.00247207472955272,0.00703447141058264,1,1,0,0.160771395309049,0.700251382533436,0.80465089726438,0,0,0,0.92208572928979,0.0238963131757811,0.0666472002257254,0,0,0,1.08285712459884,0.160771395309049,0.92208572928979
"17","ENSG00000007350","transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]","protein_coding","ENSG00000007350","TKTL1",1.97655431492142,4.42622391296663e-08,5.49547424524517e-07,1,1,0,-0.0716853045720254,0.867133387457864,0.919740443365832,0,0,0,2.04823961949345,1.31795349167065e-06,4.03598421017132e-05,1,1,1,1.97655431492142,0.0716853045720254,2.04823961949345
"18","ENSG00000007968","E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]","protein_coding","ENSG00000007968","E2F2",1.56555476309627,3.22794734052265e-09,5.91909059974274e-08,1,1,0,1.3496244219514,2.46933596512644e-06,0.00015486929713359,1,1,0,0.215930341144875,0.39988254933654,0.538716537118796,0,0,0,1.56555476309627,1.3496244219514,0.215930341144875
"19","ENSG00000008118","calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]","protein_coding","ENSG00000008118","CAMK1G",2.07096496565076,2.86952319651086e-08,3.81393115802338e-07,1,1,1,0.570322604073476,0.179249865193357,0.315297641359018,0,0,0,1.50064236157728,0.000228929515525093,0.00193942975107959,1,1,0,2.07096496565076,0.570322604073476,1.50064236157728
"20","ENSG00000008196","transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]","protein_coding","ENSG00000008196","TFAP2B",1.82391767079604,9.48045721477867e-06,5.796713003364e-05,1,1,0,1.09243174353751,0.019617777282076,0.0629545733317382,0,0,0,0.731485927258533,0.0906258405977021,0.183124798873411,0,0,0,1.82391767079604,1.09243174353751,0.731485927258533
"21","ENSG00000008513","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]","protein_coding","ENSG00000008513","ST3GAL1",1.04690120230996,4.04380391306905e-13,2.93951583056574e-11,1,1,0,0.665343229863184,8.96506360896447e-06,0.000341524661957703,1,0,0,0.381557972446779,0.00789383055467828,0.0290635404693643,0,0,0,1.04690120230996,0.665343229863184,0.381557972446779
"22","ENSG00000008516","matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]","protein_coding","ENSG00000008516","MMP25",1.56307477910113,9.18186717404342e-09,1.45635040201921e-07,1,1,0,0.391875267155438,0.193647641046986,0.332825625046629,0,0,0,1.17119951194569,7.02510928792364e-05,0.000782174470169428,1,1,0,1.56307477910113,0.391875267155438,1.17119951194569
"23","ENSG00000009694","teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]","protein_coding","ENSG00000009694","TENM1",1.06371602580967,1.35132752491511e-05,7.87158509176294e-05,1,1,0,0.478513219341436,0.079090778649897,0.174598516606583,0,0,0,0.585202806468239,0.0272091919133877,0.0736182398343279,0,0,0,1.06371602580967,0.478513219341436,0.585202806468239
"24","ENSG00000009790","TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]","protein_coding","ENSG00000009790","TRAF3IP3",1.13341769874234,1.41301000184724e-08,2.10192423545739e-07,1,1,0,0.602477704226142,0.00539254990772293,0.0248548083733747,1,0,0,0.530939994516193,0.0110836402942763,0.0374410775794457,0,0,0,1.13341769874234,0.602477704226142,0.530939994516193
"25","ENSG00000010327","stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]","protein_coding","ENSG00000010327","STAB1",1.75752686983009,1.10840441005916e-12,6.63457259120548e-11,1,1,0,1.50050663641711,1.51642142057722e-08,7.05407325673794e-06,1,1,0,0.257020233412981,0.260980684466418,0.398118308933628,0,0,0,1.75752686983009,1.50050663641711,0.257020233412981
"26","ENSG00000010379","solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]","protein_coding","ENSG00000010379","SLC6A13",-2.10473392540926,1.55287450524091e-10,4.26271046618834e-09,-1,-1,-1,-1.42140431912967,2.94524639067974e-05,0.000712235377174695,-1,-1,0,-0.683329606279588,0.0641282091683307,0.141721598067745,0,0,0,2.10473392540926,1.42140431912967,0.683329606279588
"27","ENSG00000010671","Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]","protein_coding","ENSG00000010671","BTK",1.6578598119951,1.49443139224549e-09,3.07497970883872e-08,1,1,0,1.03729361458439,0.000467137803485655,0.00449366657370415,1,1,0,0.620566197410706,0.0222702568452483,0.0633110619394439,0,0,0,1.6578598119951,1.03729361458439,0.620566197410706
"28","ENSG00000010818","HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]","protein_coding","ENSG00000010818","HIVEP2",1.05866940408214,3.02054671695652e-13,2.31052866441e-11,1,1,0,0.154034363812318,0.286578102197896,0.439352235456343,0,0,0,0.904635040269824,7.03648674036978e-09,9.63603375186819e-07,1,0,0,1.05866940408214,0.154034363812318,0.904635040269824
"29","ENSG00000011422","plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]","protein_coding","ENSG00000011422","PLAUR",3.18979427637501,1.36621384192585e-12,7.90415236015455e-11,1,1,1,0.773038215099726,0.108824673673987,0.220068877175801,0,0,0,2.41675606127529,2.30768950255019e-07,1.13717464920816e-05,1,1,1,3.18979427637501,0.773038215099726,2.41675606127529
"30","ENSG00000011426","anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]","protein_coding","ENSG00000011426","ANLN",2.09280568835337,1.25494467771305e-16,6.55511388512857e-14,1,1,1,1.48426142183913,1.52409962608658e-08,7.05407325673794e-06,1,1,0,0.608544266514245,0.00762830980805488,0.0282996671897036,1,0,0,2.09280568835337,1.48426142183913,0.608544266514245
"31","ENSG00000011465","decorin [Source:HGNC Symbol;Acc:HGNC:2705]","protein_coding","ENSG00000011465","DCN",1.38813108006442,0.00172988130087075,0.0051828400430218,1,1,0,0.308081526357654,0.552961343091048,0.688306613924553,0,0,0,1.08004955370676,0.0309311482204212,0.081101936431085,0,0,0,1.38813108006442,0.308081526357654,1.08004955370676
"32","ENSG00000011600","transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]","protein_coding","ENSG00000011600","TYROBP",2.08763856363121,3.21793962881803e-13,2.43100711958889e-11,1,1,1,0.943739117608079,0.00192553715997384,0.011963524335987,1,0,0,1.14389944602313,5.31512528875566e-05,0.000632007287993698,1,1,0,2.08763856363121,0.943739117608079,1.14389944602313
"33","ENSG00000012124","CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]","protein_coding","ENSG00000012124","CD22",2.80036308284093,4.71012103897961e-07,4.30122042130995e-06,1,1,1,1.807505436485,0.00298795182221834,0.0163452229843793,1,1,0,0.992857646355928,0.0596095321006641,0.134053904293602,0,0,0,2.80036308284093,1.807505436485,0.992857646355928
"34","ENSG00000012223","lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]","protein_coding","ENSG00000012223","LTF",1.43931591965097,0.000623247729599131,0.00216106495828,1,1,0,-0.0848892444891969,0.866416667642021,0.919423584735978,0,0,0,1.52420516414017,0.00199295159533271,0.0101688922874331,1,1,0,1.43931591965097,0.0848892444891969,1.52420516414017
"35","ENSG00000012779","arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]","protein_coding","ENSG00000012779","ALOX5",1.63499084784352,3.21984600472066e-11,1.10234503105437e-09,1,1,0,0.458394038680658,0.0799641424855599,0.176037389081353,0,0,0,1.17659680916286,6.97078291549507e-06,0.000139430911664202,1,1,0,1.63499084784352,0.458394038680658,1.17659680916286
"36","ENSG00000013297","claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]","protein_coding","ENSG00000013297","CLDN11",1.34756823877126,2.18411744419367e-08,3.02271272632465e-07,1,1,0,0.172775870459474,0.519600807401381,0.660433271520287,0,0,0,1.17479236831179,1.28365503999045e-05,0.000219653875614033,1,1,0,1.34756823877126,0.172775870459474,1.17479236831179
"37","ENSG00000015285","WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731]","protein_coding","ENSG00000015285","WAS",1.25559184683146,1.69517556064666e-09,3.42254024366209e-08,1,1,0,0.661435042906696,0.00328697201577856,0.0175240622320838,1,0,0,0.594156803924768,0.00562729407356862,0.0224159909037981,1,0,0,1.25559184683146,0.661435042906696,0.594156803924768
"38","ENSG00000016602","chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018]","protein_coding","ENSG00000016602","CLCA4",2.2214405327121,7.15918986123144e-15,1.14309440212256e-12,1,1,1,0.697286861199824,0.0200094916354553,0.0638585189978866,0,0,0,1.52415367151227,1.95307664055959e-07,1.01150558477933e-05,1,1,0,2.2214405327121,0.697286861199824,1.52415367151227
"39","ENSG00000018280","solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]","protein_coding","ENSG00000018280","SLC11A1",2.82348653986168,2.91928345111835e-11,1.02144191489657e-09,1,1,1,0.237841567583233,0.62548784149877,0.747934378852804,0,0,0,2.58564497227844,5.31100226188553e-08,3.85300568856314e-06,1,1,1,2.82348653986168,0.237841567583233,2.58564497227844
"40","ENSG00000019169","macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]","protein_coding","ENSG00000019169","MARCO",4.24980313197099,7.74168712451361e-12,3.34199584440042e-10,1,1,1,0.851114445186324,0.237684320399016,0.384918482198141,0,0,0,3.39868868678467,1.99784343549879e-07,1.02741416843288e-05,1,1,1,4.24980313197099,0.851114445186324,3.39868868678467
"41","ENSG00000019505","synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]","protein_coding","ENSG00000019505","SYT13",-1.61739631426791,1.96723259805804e-06,1.48676917559724e-05,-1,-1,0,-2.00994062953978,8.7901610479797e-07,7.91018128267863e-05,-1,-1,-1,0.392544315271876,0.346199924531027,0.486957262571744,0,0,0,1.61739631426791,2.00994062953978,0.392544315271876
"42","ENSG00000021645","neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]","protein_coding","ENSG00000021645","NRXN3",-1.15817639986293,9.38884183677761e-09,1.48290977503212e-07,-1,-1,0,-0.873015790082747,5.58379988756678e-05,0.0010831090667851,-1,0,0,-0.285160609780184,0.197343691670437,0.325778804561735,0,0,0,1.15817639986293,0.873015790082747,0.285160609780184
"43","ENSG00000023445","baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]","protein_coding","ENSG00000023445","BIRC3",1.32147128237585,3.8189526206779e-11,1.27638193439183e-09,1,1,0,0.768557877895409,0.000281430624538794,0.0031895888280152,1,0,0,0.552913404480442,0.00637467200706617,0.024688434198323,0,0,0,1.32147128237585,0.768557877895409,0.552913404480442
"44","ENSG00000024422","EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]","protein_coding","ENSG00000024422","EHD2",1.19664791520602,1.29580706915046e-09,2.73082937616238e-08,1,1,0,0.618853823432084,0.00360870511868356,0.0186816783179309,1,0,0,0.577794091773939,0.00461731244596648,0.0192901522251278,0,0,0,1.19664791520602,0.618853823432084,0.577794091773939
"45","ENSG00000024526","DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]","protein_coding","ENSG00000024526","DEPDC1",1.67932904352533,1.5016488156329e-12,8.52582100850952e-11,1,1,0,0.960861378627267,0.000159541099399048,0.00217342055082966,1,0,0,0.718467664898067,0.0023090804287197,0.0113908819206296,1,0,0,1.67932904352533,0.960861378627267,0.718467664898067
"46","ENSG00000026508","CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]","protein_coding","ENSG00000026508","CD44",1.67781108268787,2.56976615972563e-13,2.01201134612865e-11,1,1,0,0.139864113195943,0.543812436176235,0.681050757512942,0,0,0,1.53794696949193,7.92384785372855e-10,2.14613016980541e-07,1,1,0,1.67781108268787,0.139864113195943,1.53794696949193
"47","ENSG00000026751","SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394]","protein_coding","ENSG00000026751","SLAMF7",2.51950448140634,6.85379397061976e-13,4.49107746848998e-11,1,1,1,1.20826800381489,0.00119369007002253,0.00858809599645808,1,1,0,1.31123647759146,0.000109428595196914,0.00110194083028916,1,1,0,2.51950448140634,1.20826800381489,1.31123647759146
"48","ENSG00000028137","TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]","protein_coding","ENSG00000028137","TNFRSF1B",2.8438764281607,1.72444720588726e-14,2.32666744044508e-12,1,1,1,1.10934323663173,0.00374884279528458,0.0191656442906579,1,1,0,1.73453319152897,2.08581757294005e-06,5.60446076048272e-05,1,1,0,2.8438764281607,1.10934323663173,1.73453319152897
"49","ENSG00000033327","GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]","protein_coding","ENSG00000033327","GAB2",1.7046070737026,2.63749956322685e-15,5.54238701320841e-13,1,1,0,0.246026599700893,0.250048053672349,0.399018306414518,0,0,0,1.45858047400171,2.73596579990208e-10,1.04558239350832e-07,1,1,0,1.7046070737026,0.246026599700893,1.45858047400171
"50","ENSG00000035499","DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]","protein_coding","ENSG00000035499","DEPDC1B",1.10184879095014,2.67547060572596e-08,3.59051715498328e-07,1,1,0,0.94308515301001,1.18882768853622e-05,0.00040777012761387,1,0,0,0.158763637940129,0.42687382619333,0.564349516611813,0,0,0,1.10184879095014,0.94308515301001,0.158763637940129
"51","ENSG00000035862","TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]","protein_coding","ENSG00000035862","TIMP2",1.14570329817047,8.51766883361215e-10,1.89095351082085e-08,1,1,0,0.867595437561296,1.65112095173904e-05,0.000500593586064564,1,0,0,0.278107860609175,0.136960431433166,0.248512658034332,0,0,0,1.14570329817047,0.867595437561296,0.278107860609175
"52","ENSG00000036828","calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]","protein_coding","ENSG00000036828","CASR",1.59886248076486,2.29342227654631e-10,6.02851848451757e-09,1,1,0,0.875701340065142,0.00123724800608588,0.00877740320033449,1,0,0,0.723161140699721,0.00452779262340357,0.0190030084345877,1,0,0,1.59886248076486,0.875701340065142,0.723161140699721
"53","ENSG00000038427","versican [Source:HGNC Symbol;Acc:HGNC:2464]","protein_coding","ENSG00000038427","VCAN",1.02944600423809,3.13055235316177e-06,2.22047558178481e-05,1,1,0,0.0689424775041001,0.777989680026632,0.860396063773933,0,0,0,0.960503526733989,0.000122311830254481,0.00119705828731928,1,0,0,1.02944600423809,0.0689424775041001,0.960503526733989
"54","ENSG00000042304","chromosome 2 open reading frame 83 [Source:HGNC Symbol;Acc:HGNC:25344]","transcribed_unprocessed_pseudogene","ENSG00000042304","C2orf83",1.8288893250994,7.01304275275661e-05,0.000327532118037799,1,1,0,0.300708042013152,0.581219061751252,0.711758784040217,0,0,0,1.52818128308625,0.0032873517432525,0.0149148441668053,1,1,0,1.8288893250994,0.300708042013152,1.52818128308625
"55","ENSG00000042832","thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764]","protein_coding","ENSG00000042832","TG",2.5591506929804,2.72459811421547e-17,2.30590513774477e-14,1,1,1,0.729767677395824,0.0155204058983055,0.0531654601148251,0,0,0,1.82938301558457,2.76357277518838e-09,4.97769827349695e-07,1,1,0,2.5591506929804,0.729767677395824,1.82938301558457
"56","ENSG00000043462","lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]","protein_coding","ENSG00000043462","LCP2",2.87977280758349,1.0457512976068e-16,5.69772729505252e-14,1,1,1,0.696763385710312,0.0441038045549299,0.114252120137108,0,0,0,2.18300942187317,1.07866513819836e-09,2.64079881560727e-07,1,1,1,2.87977280758349,0.696763385710312,2.18300942187317
"57","ENSG00000043591","adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]","protein_coding","ENSG00000043591","ADRB1",-1.07009852568598,1.10603803634043e-14,1.671122923998e-12,-1,-1,0,-0.369096456749342,0.00483658676870522,0.0229698608404907,0,0,0,-0.701002068936637,1.82754362469593e-06,5.09061764096195e-05,-1,0,0,1.07009852568598,0.369096456749342,0.701002068936637
"58","ENSG00000049247","urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]","protein_coding","ENSG00000049247","UTS2",-1.16663450625676,2.50473735080059e-08,3.39952548235608e-07,-1,-1,0,-0.597822575172856,0.005928073548782,0.0266249946244521,-1,0,0,-0.568811931083909,0.0149642248563866,0.0468732902980314,0,0,0,1.16663450625676,0.597822575172856,0.568811931083909
"59","ENSG00000049249","TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]","protein_coding","ENSG00000049249","TNFRSF9",1.04843540336793,0.00038802434591422,0.00144184168536662,1,1,0,0.70209871213741,0.0322170727926335,0.0905515450526445,0,0,0,0.346336691230521,0.272755214479381,0.411343438326422,0,0,0,1.04843540336793,0.70209871213741,0.346336691230521
"60","ENSG00000050730","TNFAIP3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:19315]","protein_coding","ENSG00000050730","TNIP3",1.15533752883747,4.56606095506165e-05,0.000225673766911157,1,1,0,0.503394056741601,0.114622097201426,0.228656356706473,0,0,0,0.651943472095871,0.0343299143604805,0.0879203606273454,0,0,0,1.15533752883747,0.503394056741601,0.651943472095871
"61","ENSG00000054967","RELT TNF receptor [Source:HGNC Symbol;Acc:HGNC:13764]","protein_coding","ENSG00000054967","RELT",1.34387727233004,8.47494683145963e-08,9.69884056167417e-07,1,1,0,0.912423411075213,0.000856775719776458,0.00679238900549698,1,0,0,0.431453861254824,0.0911708078263086,0.183900778802954,0,0,0,1.34387727233004,0.912423411075213,0.431453861254824
"62","ENSG00000055118","potassium voltage-gated channel subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:6251]","protein_coding","ENSG00000055118","KCNH2",-1.44177357744105,2.97337343906549e-08,3.93337288082455e-07,-1,-1,0,-1.03628322821735,0.000167439088262053,0.00225052300525961,-1,-1,0,-0.405490349223703,0.164551369022065,0.284696176451098,0,0,0,1.44177357744105,1.03628322821735,0.405490349223703
"63","ENSG00000056558","TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]","protein_coding","ENSG00000056558","TRAF1",1.70745776737043,6.25319641126531e-11,1.94423361889035e-09,1,1,0,0.561154058648021,0.0454796203343338,0.116925667128715,0,0,0,1.14630370872241,3.09644081429841e-05,0.000419637738821376,1,1,0,1.70745776737043,0.561154058648021,1.14630370872241
"64","ENSG00000057468","mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327]","protein_coding","ENSG00000057468","MSH4",1.11477773876714,6.84640426409127e-07,5.94048233299082e-06,1,1,0,0.070753667545155,0.778879652439548,0.861067775648535,0,0,0,1.04402407122199,3.92317174440528e-05,0.000499442388180874,1,1,0,1.11477773876714,0.070753667545155,1.04402407122199
"65","ENSG00000057657","PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]","protein_coding","ENSG00000057657","PRDM1",1.07780571441905,3.36958386155199e-09,6.13267617291124e-08,1,1,0,0.902020806602984,5.45997394138038e-06,0.000248615799741759,1,0,0,0.175784907816069,0.334957542365472,0.47640374899063,0,0,0,1.07780571441905,0.902020806602984,0.175784907816069
"66","ENSG00000057704","transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:HGNC:29199]","protein_coding","ENSG00000057704","TMCC3",1.7203628983511,4.45674765790929e-10,1.07633105260103e-08,1,1,0,0.564832408845559,0.0579974234046323,0.139109555856916,0,0,0,1.15553048950554,7.34493577910078e-05,0.000808429355289105,1,1,0,1.7203628983511,0.564832408845559,1.15553048950554
"67","ENSG00000058056","ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611]","protein_coding","ENSG00000058056","USP13",1.11092131973201,2.72908467616688e-14,3.37115716551911e-12,1,1,0,0.880251170156537,1.16889568390481e-08,6.19413069366602e-06,1,0,0,0.230670149575469,0.0996907257018358,0.196426776664435,0,0,0,1.11092131973201,0.880251170156537,0.230670149575469
