"","ID","Gene.description","Gene.type","ENSGID","SYMBOL","ICUvsNON_LFC","ICUvsNON_P","ICUvsNON_FDR","ICUvsNON_sig0","ICUvsNON_sig1","ICUvsNON_sig2","ICUvsNON_LFC_ABS"
"11","ENSG00000166527","C-type lectin domain family 4 member D [Source:HGNC Symbol;Acc:HGNC:14554]","protein_coding","ENSG00000166527","CLEC4D",5.28048259691042,1.6217089068312e-07,0.00020696034165611,1,1,1,5.28048259691042
"12","ENSG00000169554","zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]","protein_coding","ENSG00000169554","ZEB2",4.62680311690633,1.09363342134802e-07,0.00020696034165611,1,1,1,4.62680311690633
"13","ENSG00000169896","integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]","protein_coding","ENSG00000169896","ITGAM",5.63560721077996,2.03811082981869e-07,0.00020696034165611,1,1,1,5.63560721077996
"14","ENSG00000170439","thiol methyltransferase 1B [Source:HGNC Symbol;Acc:HGNC:28276]","protein_coding","ENSG00000170439","METTL7B",5.31431272639164,8.05169881509784e-08,0.00020696034165611,1,1,1,5.31431272639164
"15","ENSG00000170909","osteoclast associated Ig-like receptor [Source:HGNC Symbol;Acc:HGNC:29960]","protein_coding","ENSG00000170909","OSCAR",4.27953762582345,1.07306302851935e-07,0.00020696034165611,1,1,1,4.27953762582345
"16","ENSG00000171860","complement C3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319]","protein_coding","ENSG00000171860","C3AR1",3.9467994260041,3.78693931905732e-08,0.00020696034165611,1,1,1,3.9467994260041
"17","ENSG00000179388","early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]","protein_coding","ENSG00000179388","EGR3",5.10767977221539,1.50476914034885e-07,0.00020696034165611,1,1,1,5.10767977221539
"18","ENSG00000203710","complement C3b/C4b receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:HGNC:2334]","protein_coding","ENSG00000203710","CR1",6.88613431515715,9.47914848144665e-08,0.00020696034165611,1,1,1,6.88613431515715
"19","ENSG00000204936","CD177 molecule [Source:HGNC Symbol;Acc:HGNC:30072]","protein_coding","ENSG00000204936","CD177",6.8345514048893,1.500863072315e-07,0.00020696034165611,1,1,1,6.8345514048893
"20","ENSG00000244158","CALHM6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40971]","lncRNA","ENSG00000244158","RP1-93H18.6",5.80656377774982,1.94811209646745e-07,0.00020696034165611,1,1,1,5.80656377774982
"21","ENSG00000254415","sialic acid binding Ig like lectin 14 [Source:HGNC Symbol;Acc:HGNC:32926]","protein_coding","ENSG00000254415","SIGLEC14",5.76040111660688,1.2716978334476e-07,0.00020696034165611,1,1,1,5.76040111660688
"22","ENSG00000272379","novel transcript","lncRNA","ENSG00000272379","RP1-257A7.5",3.95974939445933,1.98680789564551e-07,0.00020696034165611,1,1,1,3.95974939445933
"23","ENSG00000043462","lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]","protein_coding","ENSG00000043462","LCP2",4.99479531336542,3.95296237872855e-07,0.000228938263371783,1,1,1,4.99479531336542
"24","ENSG00000073756","prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]","protein_coding","ENSG00000073756","PTGS2",4.49413729794801,2.72021330486237e-07,0.000228938263371783,1,1,1,4.49413729794801
"25","ENSG00000076641","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]","protein_coding","ENSG00000076641","PAG1",4.0052891574771,2.58982390788765e-07,0.000228938263371783,1,1,1,4.0052891574771
"26","ENSG00000081237","protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]","protein_coding","ENSG00000081237","PTPRC",4.78019661727924,3.63512406632134e-07,0.000228938263371783,1,1,1,4.78019661727924
"27","ENSG00000113070","heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]","protein_coding","ENSG00000113070","HBEGF",4.67424331958946,3.4028420667501e-07,0.000228938263371783,1,1,1,4.67424331958946
"28","ENSG00000115828","glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]","protein_coding","ENSG00000115828","QPCT",3.77507338678259,3.64320413599889e-07,0.000228938263371783,1,1,1,3.77507338678259
"29","ENSG00000117115","peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]","protein_coding","ENSG00000117115","PADI2",4.51695000737452,3.87406175029103e-07,0.000228938263371783,1,1,1,4.51695000737452
"30","ENSG00000137575","syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]","protein_coding","ENSG00000137575","SDCBP",2.41726538001131,2.84800328187256e-07,0.000228938263371783,1,1,1,2.41726538001131
"31","ENSG00000143119","CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686]","protein_coding","ENSG00000143119","CD53",4.65905227366356,4.10359052831121e-07,0.000228938263371783,1,1,1,4.65905227366356
"32","ENSG00000155629","phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]","protein_coding","ENSG00000155629","PIK3AP1",3.00945443326799,3.47379779781899e-07,0.000228938263371783,1,1,1,3.00945443326799
"33","ENSG00000158825","cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]","protein_coding","ENSG00000158825","CDA",5.30165278253725,3.15266269477928e-07,0.000228938263371783,1,1,1,5.30165278253725
"34","ENSG00000160883","hexokinase 3 [Source:HGNC Symbol;Acc:HGNC:4925]","protein_coding","ENSG00000160883","HK3",6.35680769733102,3.39222544427924e-07,0.000228938263371783,1,1,1,6.35680769733102
"35","ENSG00000163297","ANTXR cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:21732]","protein_coding","ENSG00000163297","ANTXR2",3.11502517859453,3.31968583964531e-07,0.000228938263371783,1,1,1,3.11502517859453
"36","ENSG00000184611","potassium voltage-gated channel subfamily H member 7 [Source:HGNC Symbol;Acc:HGNC:18863]","protein_coding","ENSG00000184611","KCNH7",5.35403013603978,3.78721805713224e-07,0.000228938263371783,1,1,1,5.35403013603978
"37","ENSG00000189068","V-set and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29455]","protein_coding","ENSG00000189068","VSTM1",6.75886439836568,2.74518079238731e-07,0.000228938263371783,1,1,1,6.75886439836568
"38","ENSG00000229672","novel transcript","lncRNA","ENSG00000229672","RP11-184A2.3",7.25270414358165,2.56431527844391e-07,0.000228938263371783,1,1,1,7.25270414358165
"39","ENSG00000250138","POM121 membrane glycoprotein-like 1 (POM121L1) pseudogene","unprocessed_pseudogene","ENSG00000250138","RP11-848G14.5",5.51604274121604,4.03289554982316e-07,0.000228938263371783,1,1,1,5.51604274121604
"40","ENSG00000115165","cytohesin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:9506]","protein_coding","ENSG00000115165","CYTIP",4.55635872118401,4.32650653720625e-07,0.000235340323091334,1,1,1,4.55635872118401
"41","ENSG00000188404","selectin L [Source:HGNC Symbol;Acc:HGNC:10720]","protein_coding","ENSG00000188404","SELL",5.41378841891447,4.50509176682283e-07,0.000239077528445198,1,1,1,5.41378841891447
"42","ENSG00000251230","MIR3945 host gene [Source:HGNC Symbol;Acc:HGNC:52002]","lncRNA","ENSG00000251230","MIR3945HG",4.95283814194063,4.7528507678418e-07,0.000246220302396909,1,1,1,4.95283814194063
"43","ENSG00000159496","ral guanine nucleotide dissociation stimulator like 4 [Source:HGNC Symbol;Acc:HGNC:31911]","protein_coding","ENSG00000159496","RGL4",5.3419038059437,4.86836647398397e-07,0.000246339343583589,1,1,1,5.3419038059437
"44","ENSG00000087253","lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]","protein_coding","ENSG00000087253","LPCAT2",2.41885261833672,5.48358588568356e-07,0.000255517611022475,1,1,1,2.41885261833672
"45","ENSG00000151702","Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]","protein_coding","ENSG00000151702","FLI1",2.86164333404261,5.32546926584818e-07,0.000255517611022475,1,1,1,2.86164333404261
"46","ENSG00000239998","leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]","protein_coding","ENSG00000239998","LILRA2",5.70207780042771,5.51949982445829e-07,0.000255517611022475,1,1,1,5.70207780042771
"47","ENSG00000261026","novel transcript, overlapping to EGR3","lncRNA","ENSG00000261026","CTD-3247F14.2",5.61497421556405,5.16988144489245e-07,0.000255517611022475,1,1,1,5.61497421556405
"48","ENSG00000160255","integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]","protein_coding","ENSG00000160255","ITGB2",4.59392000376482,6.3710375529262e-07,0.000266578913608785,1,1,1,4.59392000376482
"49","ENSG00000168421","ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686]","protein_coding","ENSG00000168421","RHOH",4.53387000057216,6.2786751581453e-07,0.000266578913608785,1,1,1,4.53387000057216
"50","ENSG00000173262","solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301]","protein_coding","ENSG00000173262","SLC2A14",6.46433640656428,6.11296224908177e-07,0.000266578913608785,1,1,1,6.46433640656428
"51","ENSG00000174837","adhesion G protein-coupled receptor E1 [Source:HGNC Symbol;Acc:HGNC:3336]","protein_coding","ENSG00000174837","ADGRE1",5.8478756799005,6.21137438036797e-07,0.000266578913608785,1,1,1,5.8478756799005
"52","ENSG00000240023","ribosomal protein lateral stalk subunit P0 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23558]","processed_pseudogene","ENSG00000240023","RP11-561B11.1",7.28201174628521,6.1391532297018e-07,0.000266578913608785,1,1,1,7.28201174628521
"53","ENSG00000012779","arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]","protein_coding","ENSG00000012779","ALOX5",4.31682970112801,8.26008226423052e-07,0.000269837629617229,1,1,1,4.31682970112801
"54","ENSG00000059728","MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]","protein_coding","ENSG00000059728","MXD1",4.11621931988537,7.89572185745755e-07,0.000269837629617229,1,1,1,4.11621931988537
"55","ENSG00000068976","glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]","protein_coding","ENSG00000068976","PYGM",4.49069528579746,7.62298418828966e-07,0.000269837629617229,1,1,1,4.49069528579746
"56","ENSG00000077420","amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]","protein_coding","ENSG00000077420","APBB1IP",4.33579342517611,7.4944264943139e-07,0.000269837629617229,1,1,1,4.33579342517611
"57","ENSG00000109321","amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]","protein_coding","ENSG00000109321","AREG",3.4969375110402,7.21098767729163e-07,0.000269837629617229,1,1,1,3.4969375110402
"58","ENSG00000130830","MAGUK p55 scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:7219]","protein_coding","ENSG00000130830","MPP1",3.92088324225131,7.50488071917228e-07,0.000269837629617229,1,1,1,3.92088324225131
"59","ENSG00000135636","dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]","protein_coding","ENSG00000135636","DYSF",6.34582173572303,6.8819935204206e-07,0.000269837629617229,1,1,1,6.34582173572303
"60","ENSG00000136040","plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106]","protein_coding","ENSG00000136040","PLXNC1",2.9726887765564,7.04334709086924e-07,0.000269837629617229,1,1,1,2.9726887765564
"61","ENSG00000142319","solute carrier family 6 member 3 [Source:HGNC Symbol;Acc:HGNC:11049]","protein_coding","ENSG00000142319","SLC6A3",6.79455199584325,7.0977074456729e-07,0.000269837629617229,1,1,1,6.79455199584325
"62","ENSG00000156414","tudor domain containing 9 [Source:HGNC Symbol;Acc:HGNC:20122]","protein_coding","ENSG00000156414","TDRD9",5.84263456652375,8.28357249377879e-07,0.000269837629617229,1,1,1,5.84263456652375
"63","ENSG00000164691","T cell activation RhoGTPase activating protein [Source:HGNC Symbol;Acc:HGNC:15669]","protein_coding","ENSG00000164691","TAGAP",4.74325796766412,8.01201845310287e-07,0.000269837629617229,1,1,1,4.74325796766412
"64","ENSG00000166523","C-type lectin domain family 4 member E [Source:HGNC Symbol;Acc:HGNC:14555]","protein_coding","ENSG00000166523","CLEC4E",5.24664229265322,8.30918337363468e-07,0.000269837629617229,1,1,1,5.24664229265322
"65","ENSG00000175857","GRB2 binding adaptor protein, transmembrane [Source:HGNC Symbol;Acc:HGNC:26588]","protein_coding","ENSG00000175857","GAPT",3.29238627110761,8.23031302734729e-07,0.000269837629617229,1,1,1,3.29238627110761
"66","ENSG00000183696","uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]","protein_coding","ENSG00000183696","UPP1",3.61767184989741,8.23817498944437e-07,0.000269837629617229,1,1,1,3.61767184989741
"67","ENSG00000258227","C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054]","protein_coding","ENSG00000258227","CLEC5A",5.23192561346588,7.02976727646141e-07,0.000269837629617229,1,1,1,5.23192561346588
"68","ENSG00000166128","RAB8B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30273]","protein_coding","ENSG00000166128","RAB8B",2.54983130027446,8.89065267274454e-07,0.000284474736549376,1,1,1,2.54983130027446
"69","ENSG00000213373","long intergenic non-protein coding RNA 671 [Source:HGNC Symbol;Acc:HGNC:44339]","lncRNA","ENSG00000213373","LINC00671",5.39855007731093,9.02930514160541e-07,0.000284724088798624,1,1,1,5.39855007731093
"70","ENSG00000104804","TUB like protein 2 [Source:HGNC Symbol;Acc:HGNC:12424]","protein_coding","ENSG00000104804","TULP2",5.73084234713347,9.64482387354152e-07,0.000291461219222939,1,1,1,5.73084234713347
"71","ENSG00000122862","serglycin [Source:HGNC Symbol;Acc:HGNC:9361]","protein_coding","ENSG00000122862","SRGN",5.54663012851561,9.54621464400464e-07,0.000291461219222939,1,1,1,5.54663012851561
"72","ENSG00000173559","nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]","protein_coding","ENSG00000173559","NABP1",3.0254707745488,9.57863710179261e-07,0.000291461219222939,1,1,1,3.0254707745488
"73","ENSG00000112303","vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]","protein_coding","ENSG00000112303","VNN2",3.83573329717195,9.85125881576536e-07,0.000291898087461047,1,1,1,3.83573329717195
"74","ENSG00000147416","ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]","protein_coding","ENSG00000147416","ATP6V1B2",2.86839312575146,1.00500998715937e-06,0.000291898087461047,1,1,1,2.86839312575146
"75","ENSG00000158869","Fc epsilon receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]","protein_coding","ENSG00000158869","FCER1G",4.78578912898318,1.00617504180433e-06,0.000291898087461047,1,1,1,4.78578912898318
"76","ENSG00000082074","FYN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4036]","protein_coding","ENSG00000082074","FYB",3.46364809170726,1.04967351279899e-06,0.000300510477519481,1,1,1,3.46364809170726
"77","ENSG00000101265","Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]","protein_coding","ENSG00000101265","RASSF2",4.18648401646982,1.06967569825572e-06,0.000302259790164259,1,1,1,4.18648401646982
"78","ENSG00000100365","neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]","protein_coding","ENSG00000100365","NCF4",4.66563541799366,1.11542301381721e-06,0.000311145819674806,1,1,1,4.66563541799366
"79","ENSG00000186469","G protein subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4404]","protein_coding","ENSG00000186469","GNG2",4.53203743396227,1.1453447542924e-06,0.000315448242580938,1,1,1,4.53203743396227
"80","ENSG00000171777","RAS guanyl releasing protein 4 [Source:HGNC Symbol;Acc:HGNC:18958]","protein_coding","ENSG00000171777","RASGRP4",6.30493674838307,1.18683038433187e-06,0.00032278819377866,1,1,1,6.30493674838307
"81","ENSG00000150681","regulator of G protein signaling 18 [Source:HGNC Symbol;Acc:HGNC:14261]","protein_coding","ENSG00000150681","RGS18",4.41206420711823,1.20970259966603e-06,0.00032494702671029,1,1,1,4.41206420711823
"82","ENSG00000086730","linker for activation of T cells family member 2 [Source:HGNC Symbol;Acc:HGNC:12749]","protein_coding","ENSG00000086730","LAT2",4.01768072005132,1.24161976813633e-06,0.000325483890543496,1,1,1,4.01768072005132
"83","ENSG00000173110","heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]","protein_coding","ENSG00000173110","HSPA6",5.19681546850768,1.23015995388158e-06,0.000325483890543496,1,1,1,5.19681546850768
"84","ENSG00000018280","solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]","protein_coding","ENSG00000018280","SLC11A1",5.529294334286,1.31282651708873e-06,0.00032922907251638,1,1,1,5.529294334286
"85","ENSG00000028137","TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]","protein_coding","ENSG00000028137","TNFRSF1B",5.26516494765521,1.29643411410226e-06,0.00032922907251638,1,1,1,5.26516494765521
"86","ENSG00000168404","mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617]","protein_coding","ENSG00000168404","MLKL",2.83070249085347,1.35111047897258e-06,0.00032922907251638,1,1,1,2.83070249085347
"87","ENSG00000171049","formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]","protein_coding","ENSG00000171049","FPR2",6.5509574911708,1.36182629499376e-06,0.00032922907251638,1,1,1,6.5509574911708
"88","ENSG00000185897","free fatty acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:4499]","protein_coding","ENSG00000185897","FFAR3",7.25332034973375,1.35255600911496e-06,0.00032922907251638,1,1,1,7.25332034973375
"89","ENSG00000196209","signal regulatory protein beta 2 [Source:HGNC Symbol;Acc:HGNC:16247]","protein_coding","ENSG00000196209","SIRPB2",4.67521447948071,1.30257954243451e-06,0.00032922907251638,1,1,1,4.67521447948071
"90","ENSG00000259770","farnesyl diphosphate synthase (FDRS) pseudogene","processed_pseudogene","ENSG00000259770","RP11-81A1.3",6.40971507103889,1.34765235525064e-06,0.00032922907251638,1,1,1,6.40971507103889
"91","ENSG00000231964","novel transcript","lncRNA","ENSG00000231964","RP11-67C2.2",5.5996573763975,1.42492463993963e-06,0.000340697915558313,1,1,1,5.5996573763975
"92","ENSG00000146094","docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583]","protein_coding","ENSG00000146094","DOK3",5.0251756108086,1.45715068470236e-06,0.000344616136932109,1,1,1,5.0251756108086
"93","ENSG00000105352","CEA cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:1816]","protein_coding","ENSG00000105352","CEACAM4",4.22697413484218,1.54215735206074e-06,0.000347676041291005,1,1,1,4.22697413484218
"94","ENSG00000108688","C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634]","protein_coding","ENSG00000108688","CCL7",5.45076191073681,1.62255875511781e-06,0.000347676041291005,1,1,1,5.45076191073681
"95","ENSG00000110395","Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541]","protein_coding","ENSG00000110395","CBL",2.27343677444538,1.64942537631869e-06,0.000347676041291005,1,1,1,2.27343677444538
"96","ENSG00000112242","E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115]","protein_coding","ENSG00000112242","E2F3",2.5988625908433,1.6614260956219e-06,0.000347676041291005,1,1,1,2.5988625908433
"97","ENSG00000123329","Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:HGNC:14130]","protein_coding","ENSG00000123329","ARHGAP9",4.23024456378036,1.6018903410161e-06,0.000347676041291005,1,1,1,4.23024456378036
"98","ENSG00000123405","nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]","protein_coding","ENSG00000123405","NFE2",5.3165200475321,1.71471378373684e-06,0.000347676041291005,1,1,1,5.3165200475321
"99","ENSG00000130755","glia maturation factor gamma [Source:HGNC Symbol;Acc:HGNC:4374]","protein_coding","ENSG00000130755","GMFG",3.96449211027279,1.66381686959904e-06,0.000347676041291005,1,1,1,3.96449211027279
"100","ENSG00000132334","protein tyrosine phosphatase receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]","protein_coding","ENSG00000132334","PTPRE",4.13861006307377,1.50872302914935e-06,0.000347676041291005,1,1,1,4.13861006307377
"101","ENSG00000140090","solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]","protein_coding","ENSG00000140090","SLC24A4",4.79022834460839,1.63542388832672e-06,0.000347676041291005,1,1,1,4.79022834460839
"102","ENSG00000140749","immunoglobulin superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:5953]","protein_coding","ENSG00000140749","IGSF6",3.35789778512687,1.48830286521744e-06,0.000347676041291005,1,1,1,3.35789778512687
"103","ENSG00000148841","inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]","protein_coding","ENSG00000148841","ITPRIP",3.79000964561117,1.64032372922414e-06,0.000347676041291005,1,1,1,3.79000964561117
"104","ENSG00000149781","FERM domain containing kindlin 3 [Source:HGNC Symbol;Acc:HGNC:23151]","protein_coding","ENSG00000149781","FERMT3",4.30955802834821,1.71973692336793e-06,0.000347676041291005,1,1,1,4.30955802834821
"105","ENSG00000155926","Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]","protein_coding","ENSG00000155926","SLA",3.99958881329138,1.7328718338195e-06,0.000347676041291005,1,1,1,3.99958881329138
"106","ENSG00000173083","heparanase [Source:HGNC Symbol;Acc:HGNC:5164]","protein_coding","ENSG00000173083","HPSE",2.77881247119687,1.76431254471558e-06,0.000347676041291005,1,1,1,2.77881247119687
"107","ENSG00000173334","tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]","protein_coding","ENSG00000173334","TRIB1",2.89952365408086,1.6970714048482e-06,0.000347676041291005,1,1,1,2.89952365408086
"108","ENSG00000173391","oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]","protein_coding","ENSG00000173391","OLR1",4.94622810370555,1.77369430017932e-06,0.000347676041291005,1,1,1,4.94622810370555
"109","ENSG00000187037","G protein-coupled receptor 141 [Source:HGNC Symbol;Acc:HGNC:19997]","protein_coding","ENSG00000187037","GPR141",3.6419169128029,1.70972885490735e-06,0.000347676041291005,1,1,1,3.6419169128029
"110","ENSG00000225873","chromosome 3 open reading frame 86, pseudogene [Source:HGNC Symbol;Acc:HGNC:44570]","transcribed_unitary_pseudogene","ENSG00000225873","LINC00694",3.46987564476344,1.66926070576326e-06,0.000347676041291005,1,1,1,3.46987564476344
"111","ENSG00000268500","sialic acid binding Ig like lectin 5 [Source:HGNC Symbol;Acc:HGNC:10874]","protein_coding","ENSG00000268500","AC018755.18",5.98407022692666,1.74679805813825e-06,0.000347676041291005,1,1,1,5.98407022692666
"112","ENSG00000075884","Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030]","protein_coding","ENSG00000075884","ARHGAP15",3.86393817698328,1.90195346007286e-06,0.000361679414547402,1,1,1,3.86393817698328
"113","ENSG00000136167","lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]","protein_coding","ENSG00000136167","LCP1",5.11588201978014,1.91162481261841e-06,0.000361679414547402,1,1,1,5.11588201978014
"114","ENSG00000141506","phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]","protein_coding","ENSG00000141506","PIK3R5",4.94758901295285,1.89818365620996e-06,0.000361679414547402,1,1,1,4.94758901295285
"115","ENSG00000165168","cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]","protein_coding","ENSG00000165168","CYBB",2.67308694451489,1.89857654352916e-06,0.000361679414547402,1,1,1,2.67308694451489
"116","ENSG00000068831","RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]","protein_coding","ENSG00000068831","RASGRP2",3.88497729700566,1.94016414996179e-06,0.000363172599739977,1,1,1,3.88497729700566
"117","ENSG00000100368","colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436]","protein_coding","ENSG00000100368","CSF2RB",5.5252246055144,1.95289981476134e-06,0.000363172599739977,1,1,1,5.5252246055144
"118","ENSG00000005020","src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]","protein_coding","ENSG00000005020","SKAP2",3.28220785429942,1.97355392894154e-06,0.000363903274456865,1,1,1,3.28220785429942
"119","ENSG00000130775","thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]","protein_coding","ENSG00000130775","THEMIS2",4.14019852669968,2.01767338205542e-06,0.000365837812056348,1,1,1,4.14019852669968
"120","ENSG00000140932","CKLF like MARVEL transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19173]","protein_coding","ENSG00000140932","CMTM2",5.64227684178082,2.00458113504924e-06,0.000365837812056348,1,1,1,5.64227684178082
